,Consumer Confidence,Consumer_Confidence,High Yield Spread,High_Yield_Spread,Job Openings,Job_Openings,Recession Probabilities,Recession_Probabilities,VIX,VVIX,const
2007-01-31,,,,,,,,,1.8034838869863579,1.2412304527537392,
2007-02-28,,,,,,,,,1.8034838869863579,1.2412304527537392,
2007-03-31,,,,,,,,,-0.1901166103318359,0.593341007957733,
2007-04-30,,,,,,,,,-0.10782470204156384,-0.9673626861312061,
2007-05-31,,,,,,,,,-0.30924043096553966,-1.0278463618336942,
2007-06-30,,,,,,,,,0.9158545297006823,0.4385374996439315,
2007-07-31,,,,,,,,,1.6881812002261714,2.3562572734082194,
2007-08-31,,,,,,,,,-0.022371995203694803,0.33309238400710806,
2007-09-30,,,,,,,,,-0.8648637631235763,-1.353448531412453,
2007-10-31,,,,,,,,,0.11066592323162293,0.4975565346284189,
2007-11-30,,,,,,,,,0.8802870109748591,-0.33820129467083987,
2007-12-31,,,,,,,,,-0.06080601088563892,-0.5027902169634016,
2008-01-31,,,,,,,,,0.6180580677809956,-0.5672855332968272,
2008-02-29,,,,,,,,,0.0487739346795226,-0.4796046327226608,
2008-03-31,,,,,,,,,-0.13170193078572107,-0.2076379894244954,
2008-04-30,,,,,,,,,-0.707371252659772,-0.291328546489119,
2008-05-31,,,,,,,,,-0.535115255598083,0.9055810582622139,
2008-06-30,,,,,,,,,1.290060639057794,0.5637754520947011,
2008-07-31,,,,,,,,,-0.15849878045080956,-0.5626621521474983,
2008-08-31,,,,,,,,,-0.3751908311471867,-0.4468475384285264,
2008-09-30,,,,,,,,,3.410825628880204,2.37086222706337,
2008-10-31,,,,,,,,,1.9560406290389112,1.7896395762167232,
2008-11-30,,,,,,,,,-0.2893054789753478,-1.629685212525787,
2008-12-31,,,,,,,,,-1.0388797453982845,-0.212310162883149,
2009-01-31,,,,,,,,,0.45477372854521314,1.0238238432491684,
2009-02-28,,,,,,,,,0.126567104119405,-0.5169555975242089,
2009-03-31,,,,,,,,,-0.17920592065911595,-1.3472595194535566,
2009-04-30,,,,,,,,,-0.6505354763430463,-0.11851162407222765,
2009-05-31,,,,,,,,,-0.7805241070981157,1.1681748851318379,
2009-06-30,,,,,,,,,-0.33399869221587436,-0.34310664029186655,
2009-07-31,,,,,,,,,-0.061333552798238655,-0.5144134211152643,
2009-08-31,,,,,,,,,0.013050231976071068,0.3318547736936338,
2009-09-30,,,,,,,,,-0.0578001819389132,-0.5023729604712649,
2009-10-31,,,,,,,,,0.7455282442034571,1.7402013056280756,
2009-11-30,,,,,,,,,-0.7568356569380348,-0.618199545741591,
2009-12-31,,,,,,,,,-0.43396338970876325,-0.5395939052789513,
2010-01-31,,,,,,,,,0.5096806074173429,1.2479578885216953,
2010-02-28,,,,,,,,,-0.7816133221779896,-1.191110534341931,
2010-03-31,,,,,,,,,-0.3681363529323936,0.39825025568503325,
2010-04-30,,,,,,,,,0.9529693014035614,2.061962211907142,
2010-05-31,,,,,,,,,1.7079263815182104,0.5743814923811517,
2010-06-30,,,,,,,,,0.2894730895809483,-0.3014499878354817,
2010-07-31,,,,,,,,,-1.2013145827168779,-0.9915563447470453,
2010-08-31,,,,,,,,,0.4078328202092998,-0.6012218930436272,
2010-09-30,,,,,,,,,-0.33905476301417753,0.40985550079952904,
2010-10-31,,,,,,,,,-0.39646205981096316,-0.6974079208156176,
2010-11-30,,,,,,,,,0.41484894836356295,1.5755283844059735,
2010-12-31,,,,,,,,,-0.9244472637437623,-0.6538177615336772,
2011-01-31,,,,,,,,,0.3769049114460507,-0.021657512392732493,
2011-02-28,,,,,,,,,-0.22708573065550405,-0.3336810677855699,
2011-03-31,,,,,,,,,-0.12494076946050127,0.059626981947515215,
2011-04-30,,,,,,,,,-0.6334721546934953,0.11900800293211874,
2011-05-31,,,,,,,,,0.17836756587996944,-0.2433948279968134,
2011-06-30,,,,,,,,,0.26029483277422943,0.01320806291078958,
2011-07-31,,,,,,,,,1.9861596296216075,2.100008823986857,
2011-08-31,,,,,,,,,0.948174107246586,-0.7778605537976079,
2011-09-30,,,,,,,,,1.3479106184026914,0.4909130567905209,
2011-10-31,,,,,,,,,-1.1373367519842652,0.24847748330902092,
2011-11-30,,,,,,,,,-0.270970435322502,-0.8040762973391216,
2011-12-31,,,,,,,,,-0.5948642083201477,-0.0376657707364013,
2012-01-31,,,,,,,,,-0.6360470160569927,-0.23237303263547784,
2012-02-29,,,,,,,,,-0.1952698461129894,0.9878983138320627,
2012-03-31,,,,,,,,,-0.5975198088593748,-0.08678510629369365,
2012-04-30,,,,,,,,,0.40009408422314346,-0.7300645625318125,
2012-05-31,,,,,,,,,1.514341790078716,1.453078794195602,
2012-06-30,,,,,,,,,-1.0903596337846255,-1.1768778592006075,
2012-07-31,,,,,,,,,0.4070932841683228,0.4861311292006294,
2012-08-31,,,,,,,,,-0.2898761697483246,-0.195300085275017,
2012-09-30,,,,,,,,,-0.3743400444369237,-0.20118265449133474,
2012-10-31,,,,,,,,,0.6857460237692936,-0.01919237252321292,
2012-11-30,,,,,,,,,-0.5516450901322947,-0.8617223140485373,
2012-12-31,,,,,,,,,0.5091803511075156,1.1822928036507627,
2013-01-31,,,,,,,,,-0.7800579601851417,-1.1395419116296135,
2013-02-28,,,,,,,,,0.323733074323867,0.8576155215482235,
2013-03-31,,,,,,,,,-0.6809332869204016,-0.26003266633092315,
2013-04-30,,,,,,,,,0.2426724449607086,0.020874624703715403,
2013-05-31,,,,,,,,,0.7728191644750755,0.11285139589056853,
2013-06-30,,,,,,,,,0.12912534422417032,0.1314397877380038,
2013-07-31,,,,,,,,,-0.7601632665812493,-1.0389465499262538,
2013-08-31,,,,,,,,,0.9948045324707443,1.784211192594313,
2013-09-30,,,,,,,,,-0.09059189826272845,-0.7884501949606151,
2013-10-31,,,,,,,,,-0.6452779195410093,-1.0002966856135447,
2013-11-30,,,,,,,,,-0.013667181037772182,-0.4453862362631047,
2013-12-31,,,,,,,,,0.0054869292330787895,0.6204686809315589,
2014-01-31,,,,,,,,,1.2847797070646672,2.7188953207867717,
2014-02-28,,,,,,,,,-0.90031559693402,-1.220546353255306,
2014-03-31,,,,,,,,,-0.03221534454558289,-0.7586050521989358,
2014-04-30,,,,,,,,,-0.12726782417953095,-0.7133164140079213,
2014-05-31,,,,,,,,,-0.5633487283132442,0.35838406540823925,
2014-06-30,,,,,,,,,0.05604724423577728,0.3548811273692364,
2014-07-31,,,,,,,,,1.7476682591224793,2.413922284818306,
2014-08-31,,,,,,,,,-1.0776471533377951,-1.1183322505763933,
2014-09-30,,,,,,,,,1.3118858816911496,0.935554345602926,
2014-10-31,,,,,,,,,-0.5254009257151347,0.11774733314546248,
2014-11-30,,,,,,,,,-0.18752114374932932,-1.0122669195870715,
2014-12-31,,,,,,,,,1.65507622732553,2.781029840464449,
2015-01-31,,,,,,,,,0.3464827750210581,-0.2416033727979295,
2015-02-28,,,,,,,,,-1.3675274679546967,-1.4562125251590827,
2015-03-31,,,,,,,,,0.5494000804269819,-0.09561649725389022,
2015-04-30,,,,,,,,,-0.18190058065497425,0.24410260094237662,
2015-05-31,,,,,,,,,-0.18340254477468038,-0.614439706106043,
2015-06-30,,,,,,,,,1.1921704400881976,2.6273244109201035,
2015-07-31,,,,,,,,,-1.2596924094101791,-1.721948234638808,
2015-08-31,,,,,,,,,5.05779637481749,3.7177308590867204,
2015-09-30,,,,,,,,,-0.5195480319757978,-1.2595521384636765,
2015-10-31,,,,,,,,,-1.4466238029231602,-0.8414459299433616,
2015-11-30,,,,,,,,,0.26436404434781235,0.042178998846977324,
2015-12-31,,,,,,,,,0.48466198709446573,0.6882779228266888,
2016-01-31,,,,,,,,,0.41072723646349235,-0.6833154296283356,
2016-02-29,,,,,,,,,0.06512155307723638,-0.36313885703520593,
2016-03-31,,,,,,,,,-1.2070967263807215,-0.16648479093814755,
2016-04-30,,,,,,,,,0.47149146049658186,0.7039022493626459,
2016-05-31,,,,,,,,,-0.36148256087060304,-0.8925376662839032,
2016-06-30,,,,,,,,,0.38140840115557945,1.2446358643310318,
2016-07-31,,,,,,,,,-0.9041466437137877,-0.24031255516319555,
2016-08-31,,,,,,,,,0.49078470660767015,-0.43899727781750475,
2016-09-30,,,,,,,,,-0.036408367033065187,0.5155275161433542,
2016-10-31,,,,,,,,,1.0661696061523804,0.8329688708676556,
2016-11-30,,,,,,,,,-0.8217500697192157,-0.8984826801220077,
2016-12-31,,,,,,,,,0.20018807777389297,0.19591355391980333,
2017-01-31,,,,,,,,,-0.5487781094160036,-0.1290749741089053,
2017-02-28,,,,,,,,,0.29152372229810175,-0.13013128265985993,
2017-03-31,,,,,,,,,-0.15999643584070286,-0.7409390923378074,
2017-04-30,,,,,,,,,-0.4709470060762165,-0.10406582347074746,
2017-05-31,,,,,,,,,-0.14241850773073328,0.6438072705764768,
2017-06-30,,,,,,,,,0.2780034877872726,0.467082234522237,
2017-07-31,,,,,,,,,-0.3092829878820003,-0.27109305117158716,
2017-08-31,,,,,,,,,0.12088612411531269,0.6236349604452855,
2017-09-30,,,,,,,,,-0.38329904991537916,-0.1211185610000331,
2017-10-31,,,,,,,,,0.2647916641746374,-0.08104126799117806,
2017-11-30,,,,,,,,,0.40612025719567935,-0.15027969708373912,
2017-12-31,,,,,,,,,-0.0799671692047751,0.8035990669986515,
2018-01-31,,,,,,,,,0.8511006478680515,0.5071523288275055,
2018-02-28,,,,,,,,,1.7515426197045538,0.8188803933124402,
2018-03-31,,,,,,,,,0.022720968797158684,-1.0088345450439633,
2018-04-30,,,,,,,,,-0.7603493742755905,-0.5831590906123724,
2018-05-31,,,,,,,,,-0.11796799673561212,0.4483907819473939,
2018-06-30,,,,,,,,,0.1607636599560802,0.3544697583534833,
2018-07-31,,,,,,,,,-0.7615029089199797,-0.7463352925211585,
2018-08-31,,,,,,,,,0.008788215938677173,-0.09934892372405424,
2018-09-30,,,,,,,,,-0.21627215750596823,-0.3904312273499115,
2018-10-31,,,,,,,,,2.8250473361553476,1.1927442181302255,
2018-11-30,,,,,,,,,-0.5594316862113694,-0.6043654266841975,
2018-12-31,,,,,,,,,1.5287596122340135,-0.4624985330578214,
2019-01-31,,,,,,,,,-1.3085120495159126,-0.6034925837758781,
2019-02-28,,,,,,,,,-0.40601352941756264,0.06406715341958386,
2019-03-31,,,,,,,,,-0.27209415460245745,0.4859572270395337,
2019-04-30,,,,,,,,,-0.16174268648028456,0.2132685351223985,
2019-05-31,,,,,,,,,1.6013560271890932,0.6154855029875682,
2019-06-30,,,,,,,,,-0.7291934227474998,-0.7555551948446988,
2019-07-31,,,,,,,,,0.259204398320128,0.8176516805291023,
2019-08-31,,,,,,,,,0.6668232907533055,0.4426393356192636,
2019-09-30,,,,,,,,,-0.5425806646810547,-0.32794001354271113,
2019-10-31,,,,,,,,,-0.6989254217405427,-0.595313506473585,
2019-11-30,,,,,,,,,-0.1705807607403957,0.16000966806299283,
2019-12-31,,,,,,,,,0.3454685884087565,0.22376094792899964,
2020-01-31,,,,,,,,,1.380102453738211,0.8163441676964962,
2020-02-29,,,,,,,,,4.243230085029209,1.2733419253667468,
2020-03-31,,,,,,,,,1.2584423883201035,1.4445589452028649,
2020-04-30,,,,,,,,,-1.361160712486549,-1.502217975097661,
2020-05-31,,,,,,,,,-0.7307812923671686,-0.7286774427876093,
2020-06-30,,,,,,,,,0.39893510372935426,0.958959938860194,
2020-07-31,,,,,,,,,-0.737364877998352,-0.4823458030675487,
2020-08-31,,,,,,,,,0.2996320938428582,0.4155514679469618,
2020-09-30,,,,,,,,,-0.005692339684492206,-0.9783156525531962,
2020-10-31,,,,,,,,,1.6604498062927304,2.8710491136601344,
2020-11-30,,,,,,,,,-1.725016751588702,-1.7991927412324242,
2020-12-31,,,,,,,,,0.3983201285943413,0.3613096396298346,
2021-01-31,,,,,,,,,1.7082409497055187,1.5209649945820831,
2021-02-28,,,,,,,,,-0.5838163892307955,-0.6016853545145826,
2021-03-31,,,,,,,,,-1.1497259482802489,-1.3321160565728993,
2021-04-30,,,,,,,,,-0.15305051982380952,0.6129627441970862,
2021-05-31,,,,,,,,,-0.3736245585434638,-0.23301699146182564,
2021-06-30,,,,,,,,,-0.20855425512502823,0.08364829106049199,
2021-07-31,,,,,,,,,0.5721976721311541,0.5914393494919769,
2021-08-31,,,,,,,,,-0.3626585159937896,-0.5962282759632369,
2021-09-30,,,,,,,,,1.5188923971764896,0.7701908584878844,
2021-10-31,,,,,,,,,-1.1174678223877579,-0.7267941283267757,
2021-11-30,,,,,,,,,2.526443620255731,2.3741740717400637,
2021-12-31,,,,,,,,,-1.3781483824383711,-1.540741259765301,
2022-01-31,,,,,,,,,1.6609690733883928,0.9373803315052072,
2022-02-28,,,,,,,,,0.8052762181956861,-0.07584630687090863,
2022-03-31,,,,,,,,,-1.1954771716696517,-0.658582018285396,
2022-04-30,,,,,,,,,2.3472101725698833,0.631122473180373,
2022-05-31,,,,,,,,,-0.8113324047843,-1.5815163704277848,
2022-06-30,,,,,,,,,0.3616385905923163,-0.26618844482264303,
2022-07-31,,,,,,,,,-0.9661245502095855,-0.6800133761318907,
2022-08-31,,,,,,,,,0.799972523953108,0.6747214148729531,
2022-09-30,,,,,,,,,0.8353748308819947,1.3442770005180191,
2022-10-31,,,,,,,,,-0.682276050201578,-1.7191790110855674,
2022-11-30,,,,,,,,,-0.7697000831867299,0.24818524579534193,
2022-12-31,,,,,,,,,0.1990632884840282,-0.38711767720437945,
2023-01-31,,,,,,,,,-0.3937105171853084,0.5938583740038552,
2023-02-28,,,,,,,,,0.251855823695367,-0.2499957728370552,
2023-03-31,,,,,,,,,0.7444290596079342,2.304357571067822,
