,VIX,Consumer_Confidence,High_Yield_Spread,Job_Openings,VVIX,Recession_Probabilities
2007-01-31,1.8034838869863579,-1.033532780247165,-0.3082157742142621,-0.2395409836165825,1.2412304527537392,-0.006707489125673604
2007-02-28,1.8034838869863579,-1.033532780247165,-0.3082157742142621,-0.2395409836165825,1.2412304527537392,-0.006707489125673604
2007-03-31,-0.1901166103318359,-0.5680508656259864,0.17411267787252963,0.9977706839420608,0.593341007957733,0.004192180703546002
2007-04-30,-0.10782470204156384,-0.2629971806878974,-0.2183435110788895,-0.9808132477316911,-0.9673626861312061,0.02235829708557868
2007-05-31,-0.30924043096553966,0.24639001083963386,0.031786062157062145,-0.12166066378393962,-1.0278463618336942,0.0
2007-06-30,0.9158545297006823,-0.6076039055530071,0.9668440276878577,0.7732600400039172,0.4385374996439315,0.0030488586934880007
2007-07-31,1.6881812002261714,1.0692546572398833,1.346725265075547,-0.9575777455368524,2.3562572734082194,0.010061233688510406
2007-08-31,-0.022371995203694803,-1.384808163799089,0.0787508618610379,-0.20161127344164695,0.33309238400710806,-0.0022866440201160017
2007-09-30,-0.8648637631235763,0.0,-0.5345273343209169,0.4156778374064167,-1.353448531412453,0.001397393567848668
2007-10-31,0.11066592323162293,-0.5360853802990658,0.10929944180323238,-0.06131415009489312,0.4975565346284189,0.013175425068287432
2007-11-30,0.8802870109748591,-1.0610912209706902,1.0016476945090576,0.03845360038846024,-0.33820129467083987,0.0068705183752559495
2007-12-31,-0.06080601088563892,-0.14100243064475726,0.19946856508380847,-0.3875454160889192,-0.5027902169634016,0.020864899379480866
2008-01-31,0.6180580677809956,0.6869277355185824,0.6128739686631951,0.3098657958343508,-0.5672855332968272,0.012512329277104479
2008-02-29,0.0487739346795226,-1.733634476779386,0.5357361722483989,-1.3300920746823417,-0.4796046327226608,0.00917200554278897
2008-03-31,-0.13170193078572107,-0.32837501091539195,0.456564815587741,-0.22497378209041186,-0.2076379894244954,0.0030443844773759632
2008-04-30,-0.707371252659772,-1.7755147795505044,-0.8894994137117461,-0.8016915826312793,-0.291328546489119,0.0015680380607542115
2008-05-31,-0.535115255598083,-0.7999147476513596,0.02320035321295065,0.7024800925091338,0.9055810582622139,0.0006757026166378886
2008-06-30,1.290060639057794,-1.0168051534287814,0.8567115563541309,-1.5472247131599595,0.5637754520947011,0.000506680833234336
2008-07-31,-0.15849878045080956,1.522026237172497,0.6040232310178655,-0.3770219896468183,-0.5626621521474983,0.0006787881917093931
2008-08-31,-0.3751908311471867,0.5259943613757868,0.15383728502265764,-0.3566368859713982,-0.4468475384285264,0.0003560722522258741
2008-09-30,3.410825628880204,2.0722508014836634,2.5205052710896085,-2.193207482667614,2.37086222706337,2.8604082665173876e-05
2008-10-31,1.9560406290389112,-3.2307875567861375,4.204629943388354,0.8576036054357534,1.7896395762167232,-0.0010212152193838063
2008-11-30,-0.2893054789753478,-0.7141104003400469,1.6713921127163007,-0.7707299420945176,-1.629685212525787,0.0011418465318699673
2008-12-31,-1.0388797453982845,1.5523016234453653,-1.1997380269460773,-0.46898872699092425,-0.212310162883149,1.6805695343940795e-05
2009-01-31,0.45477372854521314,0.32732427812736237,-0.8296941850475993,-2.3119683309462307,1.0238238432491684,1.6772077229626244e-06
2009-02-28,0.126567104119405,-1.431873539300759,0.8288766456055803,0.8203846718960462,-0.5169555975242089,-8.38436140709108e-06
2009-03-31,-0.17920592065911595,0.31765201219852407,-0.4439763535497261,-2.0540989581807954,-1.3472595194535566,-5.035652496752213e-06
2009-04-30,-0.6505354763430463,2.4344451071005095,-1.9895138984665484,-1.6814026458096223,-0.11851162407222765,-0.0001948289109019779
2009-05-31,-0.7805241070981157,0.9889663568724543,-1.1425800721322508,1.9730198873999711,1.1681748851318379,-0.0006138673138498453
2009-06-30,-0.33399869221587436,0.5466666288534391,-0.7998661005001202,-0.32171286796553766,-0.34310664029186655,-0.002174479214231429
2009-07-31,-0.061333552798238655,-1.2124615787645285,-1.1896043285465765,-1.9301402944324697,-0.5144134211152643,-0.008001090628697896
2009-08-31,0.013050231976071068,-0.08129003766716687,-0.25892227102364285,0.846626993212174,0.3318547736936338,-0.005534774523635898
2009-09-30,-0.0578001819389132,2.1231918513981585,-1.2832202338123668,1.1361147484488696,-0.5023729604712649,-0.0033859921067102327
2009-10-31,0.7455282442034571,-0.7056196466891544,-0.2974689754267732,-0.5806168959981152,1.7402013056280756,-0.003786485796751227
2009-11-30,-0.7568356569380348,-0.8105975427434216,-0.2700217993794673,0.7187147325805319,-0.618199545741591,-0.00345238410880259
2009-12-31,-0.43396338970876325,1.3532258495929026,-0.7691442200968246,0.4629487791074196,-0.5395939052789513,-0.0016768722814184014
2010-01-31,0.5096806074173429,0.46867911372242704,-0.18010934999789355,1.8674014714502694,1.2479578885216953,-0.004192180703546002
2010-02-28,-0.7816133221779896,-0.19229901383631165,0.18292985436027673,-1.0745266982571176,-1.191110534341931,-0.004192180703546002
2010-03-31,-0.3681363529323936,0.0,-0.7718972142766857,0.08692879175588046,0.39825025568503325,-0.008384361407092004
2010-04-30,0.9529693014035614,-0.34018113588977494,-0.4821323402066248,3.154177025906235,2.061962211907142,-0.008384361407092004
2010-05-31,1.7079263815182104,0.34677744600397925,1.5517697503244965,-0.9329114202711386,0.5743814923811517,-0.008384361407092004
2010-06-30,0.2894730895809483,0.5831676615253335,-0.2409839077217059,-1.1156846282452761,-0.3014499878354817,-0.008384361407092004
2010-07-31,-1.2013145827168779,-1.929568788836446,-0.8935865533788413,1.7884370040576107,-0.9915563447470453,-0.002794787135697334
2010-08-31,0.4078328202092998,0.290150281938858,0.12620936444716074,-0.4800935751549292,-0.6012218930436272,-0.005869052984964402
2010-09-30,-0.33905476301417753,-0.18169326271036115,-0.8878957030096345,-0.4814919040837984,0.40985550079952904,0.0
2010-10-31,-0.39646205981096316,-0.13111296397930206,-0.5255118566776589,1.9366645844443546,-0.6974079208156176,-0.002794787135697334
2010-11-30,0.41484894836356295,1.0302341553682326,0.7860954133728479,-0.1322566118584755,1.5755283844059735,-0.004192180703546002
2010-12-31,-0.9244472637437623,0.7243441903862142,-0.48611030114726056,-0.8494377572201224,-0.6538177615336772,0.0
2011-01-31,0.3769049114460507,-0.0720153353829926,-0.5533284241288657,0.2681641924277809,-0.021657512392732493,0.008384361407092004
2011-02-28,-0.22708573065550405,0.7953715275790217,-0.24201749674144818,0.7006781169751999,-0.3336810677855699,0.03772962633191402
2011-03-31,-0.12494076946050127,-2.307588166035718,0.13180680217456134,0.19341231243123574,0.059626981947515215,-0.008384361407092004
2011-04-30,-0.6334721546934953,0.6093742082901703,-0.3421324054353292,-0.010933510665495817,0.11900800293211874,-0.008384361407092004
2011-05-31,0.17836756587996944,1.1529675829583903,0.11748512198138615,-0.4376088159580313,-0.2433948279968134,-0.0031441355276595013
2011-06-30,0.26029483277422943,-0.6739523984249669,0.6812752369154209,1.5477435050849093,0.01320806291078958,-0.007545925266382804
2011-07-31,1.9861596296216075,-1.9509609040120148,-0.29831475673614327,0.8668454343082992,2.100008823986857,0.0
2011-08-31,0.948174107246586,-2.217929128187392,2.0301429078383237,-1.446636546283894,-0.7778605537976079,0.016768722814184008
2011-09-30,1.3479106184026914,1.1858439186572443,1.4138447917746317,2.3830143188165147,0.4909130567905209,0.013973935678486676
2011-10-31,-1.1373367519842652,0.3907386684505845,-1.53057885779881,-0.7321671480429247,0.24847748330902092,-0.007336316231205503
2011-11-30,-0.270970435322502,0.8530105926258683,0.9159102047971469,-0.2660024353591818,-0.8040762973391216,0.016768722814184008
2011-12-31,-0.5948642083201477,1.7406532398432688,-0.849317180958428,1.0151189608522666,-0.0376657707364013,-0.008384361407092004
2012-01-31,-0.6360470160569927,1.3048272140566761,-1.0145466883906824,0.6670964885224885,-0.23237303263547784,-0.008384361407092004
2012-02-29,-0.1952698461129894,0.07153523314710733,-0.7406950283363088,-1.3362335937698784,0.9878983138320627,-0.008384361407092004
2012-03-31,-0.5975198088593748,0.21375069665470278,0.32951700543640333,1.7896109949814087,-0.08678510629369365,0.027947871356973353
2012-04-30,0.40009408422314346,0.04693912936162018,-0.28842908253630906,-0.8333346519368663,-0.7300645625318125,-0.005804557897217541
2012-05-31,1.514341790078716,0.6788356548645634,1.215783347906214,0.19739987974790305,1.453078794195602,0.0
2012-06-30,-1.0903596337846255,-1.3756775605212925,-0.669633124741939,0.353287816074802,-1.1768778592006075,0.010480451758865006
2012-07-31,0.4070932841683228,-0.21988288877184733,-0.6629971208030561,-0.8022418022643544,0.4861311292006294,0.0009315957118991119
2012-08-31,-0.2898761697483246,0.49471115592743437,-0.2677679734721043,0.35320069514502983,-0.195300085275017,0.0025153084221276015
2012-09-30,-0.3743400444369237,0.9627891406070966,-0.3425624000797802,0.34165857370086467,-0.20118265449133474,-0.0045146561422803105
2012-10-31,0.6857460237692936,0.9821248484436811,-0.0529367575954104,-0.49137005100197406,-0.01919237252321292,-0.004192180703546002
2012-11-30,-0.5516450901322947,0.02165109962079739,-0.10635548870458729,0.4864079950806107,-0.8617223140485373,-0.008384361407092004
2012-12-31,0.5091803511075156,-2.119242094442718,-0.39355331169961993,0.4229221766086406,1.1822928036507627,-0.008384361407092004
2013-01-31,-0.7800579601851417,0.22078775662687128,-0.40727466329611955,-0.21105118125547692,-1.1395419116296135,-0.004192180703546002
2013-02-28,0.323733074323867,0.9208464971511088,-0.11508746643074387,0.3680841754645199,0.8576155215482235,0.0
2013-03-31,-0.6809332869204016,0.23046144699454577,-0.23246523070090605,0.32056703748414217,-0.26003266633092315,0.008384361407092004
2013-04-30,0.2426724449607086,-0.5005646085357354,-0.8499141239204432,-0.3848831806496438,0.020874624703715403,0.008384361407092004
2013-05-31,0.7728191644750755,1.8960582084148183,0.95923723161026,0.7018187048631331,0.11285139589056853,-0.006288271055319003
2013-06-30,0.12912534422417032,-0.08465708064746544,1.7531916155179195,0.0215043294814127,0.1314397877380038,0.02515308422127601
2013-07-31,-0.7601632665812493,0.21264932564538358,-0.8221497601914739,-1.138356294487693,-1.0389465499262538,0.02515308422127601
2013-08-31,0.9948045324707443,-0.63045152597333,0.368497723745127,0.9177394666713158,1.784211192594313,-0.006288271055319003
2013-09-30,-0.09059189826272845,-1.0020160550447414,-0.12503003807193225,0.18765356989568788,-0.7884501949606151,0.0
2013-10-31,-0.6452779195410093,-0.9922629113953577,-0.9749527102116042,0.4059463127830626,-1.0002966856135447,-0.002096090351773001
2013-11-30,-0.013667181037772182,0.4641972096294524,0.0,-0.43491003823526725,-0.4453862362631047,0.0
2013-12-31,0.0054869292330787895,1.7621861694027785,0.0,0.008656027744641848,0.6204686809315589,0.002794787135697336
2014-01-31,1.2847797070646672,-0.2818054639128466,-0.03939756439366041,0.025955480427213327,2.7188953207867717,0.006288271055319005
2014-02-28,-0.90031559693402,0.08809757776737139,-0.7906177896934367,1.0626275571752397,-1.220546353255306,-0.005988829576494289
2014-03-31,-0.03221534454558289,-0.3506629075838579,0.25440387316269863,0.0611494024928764,-0.7586050521989358,-0.008384361407092004
2014-04-30,-0.12726782417953095,0.9165451746973121,-0.2074845087516963,0.7231590398669251,-0.7133164140079213,-0.008384361407092004
2014-05-31,-0.5633487283132442,-0.46782851641984347,-0.422472978036909,0.706680493726751,0.35838406540823925,0.008384361407092004
2014-06-30,0.05604724423577728,0.131016910525837,-0.10958140565403782,0.8825291653510055,0.3548811273692364,0.002096090351773001
2014-07-31,1.7476682591224793,-0.15174140364538002,1.371676943652788,-0.48664876014698427,2.413922284818306,-0.0016768722814184014
2014-08-31,-1.0776471533377951,0.1530399242144737,-0.6929630923647772,1.850397407648663,-1.1183322505763933,0.012576542110638005
2014-09-30,1.3118858816911496,0.4552242109361361,1.494374462762445,-1.449763278358436,0.935554345602926,-0.006707489125673604
2014-10-31,-0.5254009257151347,0.4862028257634396,-0.46650869978915827,0.355525994246815,0.11774733314546248,0.004192180703546002
2014-11-30,-0.18752114374932932,0.39101537105725803,0.5053507885369937,-0.6011129418745524,-1.0122669195870715,0.0
2014-12-31,1.65507622732553,0.9666923398257719,0.8197458135242468,1.0564473638665923,2.781029840464449,0.04192180703546002
2015-01-31,0.3464827750210581,0.8597984753258093,-0.34817817713026855,0.743664147364391,-0.2416033727979295,0.017234520670133566
2015-02-28,-1.3675274679546967,-0.49221490697550574,-0.8971872383041868,0.40698070267421665,-1.4562125251590827,0.0033537445628368007
2015-03-31,0.5494000804269819,-0.44990712671136834,0.5247873573268805,-0.8349313611165599,-0.09561649725389022,-0.0004355512419268575
2015-04-30,-0.18190058065497425,0.5576671401252996,-0.29761472210752904,1.327621993542231,0.24410260094237662,-0.0029862109121149604
2015-05-31,-0.18340254477468038,-0.9697164034540096,0.03817443739451136,-0.11145911395197575,-0.614439706106043,-0.001962297350596001
2015-06-30,1.1921704400881976,1.064747130635002,1.1224776754405714,-1.0094433002208243,2.6273244109201035,-0.00046579785594955505
2015-07-31,-1.2596924094101791,-0.5582874595247712,0.4512865139832576,2.7447195169956107,-1.721948234638808,-0.004685378433374943
2015-08-31,5.05779637481749,-0.23051095536124533,0.5849044699502401,-1.733843379047752,3.7177308590867204,0.005030616844255203
2015-09-30,-0.5195480319757978,-0.914623492359642,1.1936012782071361,0.06847793523722219,-1.2595521384636765,0.0010480451758865025
2015-10-31,-1.4466238029231602,0.5742507248047587,-0.851917543535859,0.925787245795507,-0.8414459299433616,0.0015526595198318521
2015-11-30,0.26436404434781235,0.2583216752534436,0.9812357387885243,-0.20072073343250824,0.042178998846977324,0.005502237173404128
2015-12-31,0.48466198709446573,0.2546434914875121,0.9051990210226212,0.4278751247709122,0.6882779228266888,-0.0023729324737052845
2016-01-31,0.41072723646349235,-0.11587780747371457,0.5734009671655049,0.509345404002578,-0.6833154296283356,-0.0013238465379618958
2016-02-29,0.06512155307723638,-0.058316766152531764,-0.13982062706194243,-0.7175907471559957,-0.36313885703520593,0.0010480451758865005
2016-03-31,-1.2070967263807215,-0.13651762050974692,-0.9134117035607465,1.1091724438981658,-0.16648479093814755,0.001164494639873889
2016-04-30,0.47149146049658186,-0.393050731577513,-1.1025434284049225,-0.9482184793064825,0.7039022493626459,-0.00245395943622205
2016-05-31,-0.36148256087060304,1.1453674970182928,-0.2773941967928355,-0.0798732237881015,-0.8925376662839032,-0.003180275016483174
2016-06-30,0.38140840115557945,-0.22661636688629527,-0.12628516586724883,-0.10800555996246457,1.2446358643310318,-0.00558957427139467
2016-07-31,-0.9041466437137877,-0.6694473690237318,-0.7819501561383955,0.6830302352525035,-0.24031255516319555,0.001397393567848668
2016-08-31,0.49078470660767015,-0.039741796192837624,-0.7867399425551147,-0.852183898846986,-0.43899727781750475,0.0023955318305977145
2016-09-30,-0.036408367033065187,0.2788121559185725,-0.23839546617797,0.599784045403776,0.5155275161433542,0.0018631914237982239
2016-10-31,1.0661696061523804,-0.7843775564375801,0.1872015679923153,-0.8415309631569557,0.8329688708676556,-0.0007622146733719996
2016-11-30,-0.8217500697192157,1.3535909941826478,0.4421972684941519,1.2116426172839054,-0.8984826801220077,0.0008384361407091993
2016-12-31,0.20018807777389297,0.8388993226206621,-0.6923613007083586,-0.020899283868804786,0.19591355391980333,-0.007622146733720004
2017-01-31,-0.5487781094160036,0.05463485219992706,-0.4340415030413119,-1.0372233285733294,-0.1290749741089053,0.07545925266382804
2017-02-28,0.29152372229810175,-0.3994353119889234,-0.5487895630808302,0.9711748757108134,-0.13013128265985993,0.0008384361407091993
2017-03-31,-0.15999643584070286,0.11142559680234777,0.4524477333448094,-0.33709842709608606,-0.7409390923378074,-0.008384361407092004
2017-04-30,-0.4709470060762165,0.01845594250441253,-0.3959789099227296,0.8589889793882796,-0.10406582347074746,-0.008384361407092004
2017-05-31,-0.14241850773073328,0.018436915759563664,-0.26641738939537973,-0.7755998394555774,0.6438072705764768,0.008384361407092004
2017-06-30,0.2780034877872726,-0.3867764922989818,0.2936073425459376,1.4657012870070816,0.467082234522237,0.03772962633191402
2017-07-31,-0.3092829878820003,-0.3012009816720303,-0.4091550908133284,-0.18943932948232284,-0.27109305117158716,-0.0015244293467440012
2017-08-31,0.12088612411531269,0.6510165757499025,0.25440387316269863,0.10859720861228456,0.6236349604452855,-0.002794787135697335
2017-09-30,-0.38329904991537916,-0.3140751455322379,-0.2074845087516963,0.12498277918482568,-0.1211185610000331,-0.0069869678392433365
2017-10-31,0.2647916641746374,1.0530949148890674,0.06337094670553511,0.2482252918240434,-0.08104126799117806,-0.008384361407092004
2017-11-30,0.40612025719567935,-0.39070882056513456,0.4622127923378645,-0.38113470851940806,-0.15027969708373912,-0.008384361407092004
2017-12-31,-0.0799671692047751,-0.4720599141687268,0.1212599776060946,0.18478086335606353,0.8035990669986515,0.033537445628368016
2018-01-31,0.8511006478680515,-0.03729678474823106,-0.08000943727890797,0.8018813770400454,0.5071523288275055,0.01509185053276561
2018-02-28,1.7515426197045538,0.7474945992383216,0.6646301186375473,-0.1857829860544067,0.8188803933124402,-0.006587712534143718
2018-03-31,0.022720968797158684,0.3049395595538688,0.3239533822614168,0.7237493454310175,-1.0088345450439633,-0.005589574271394669
2018-04-30,-0.7603493742755905,-0.4585591868404335,-0.09270934795809901,0.15426785850180702,-0.5831590906123724,0.008384361407092004
2018-05-31,-0.11796799673561212,-0.1448081642653987,0.11214122729011498,0.3603265072666221,0.4483907819473939,0.03772962633191402
2018-06-30,0.1607636599560802,0.03649756793219802,0.24066230103861697,0.5437567098032104,0.3544697583534833,-0.006859932060348003
2018-07-31,-0.7615029089199797,-0.05463485219992905,-0.2358042111108193,-0.0986284323103194,-0.7463352925211585,0.004192180703546002
2018-08-31,0.008788215938677173,-0.31054621131277416,-0.11107490817166837,0.04462970855655241,-0.09934892372405424,-0.002794787135697334
2018-09-30,-0.21627215750596823,0.725019254869327,-0.037380409096705425,0.5020670221196349,-0.3904312273499115,0.05869052984964403
2018-10-31,2.8250473361553476,-0.2679891351664866,1.1062621070955234,-0.2573874697057979,1.1927442181302255,0.0015720677638297507
2018-11-30,-0.5594316862113694,-0.19951510259081529,0.6337404401475935,0.707811589625709,-0.6043654266841975,-0.0013238465379618958
2018-12-31,1.5287596122340135,0.14673893978893587,1.1372690528378786,-0.24648990778370913,-0.4624985330578214,0.0010480451758865005
2019-01-31,-1.3085120495159126,-1.2917094489940517,-1.5249453964514734,0.06665222271632185,-0.6034925837758781,0.01117914854278934
2019-02-28,-0.40601352941756264,0.5098454116844253,-0.6300451606132063,-1.055348499047516,0.06406715341958386,0.00039925530509961967
2019-03-31,-0.27209415460245745,0.8770311100125093,-0.23398753768161315,0.6680116829926365,0.4859572270395337,-0.0032394123618310015
2019-04-30,-0.16174268648028456,-0.21809522300947357,-0.5142744962204,-0.3547437664513001,0.2132685351223985,0.001242127615865482
2019-05-31,1.6013560271890932,0.5151714321293729,0.9990652102326757,0.2974900148534031,0.6154855029875682,-0.003516022525554712
2019-06-30,-0.7291934227474998,-0.32190854916198297,-1.2389340136218718,-0.41940354699706345,-0.7555551948446988,-0.001397393567848667
2019-07-31,0.259204398320128,0.036423234799951375,-0.09899472748068337,-0.21974840234317697,0.8176516805291023,-0.0022358297085578673
2019-08-31,0.6668232907533055,-1.5630157649012277,-0.5191723485653558,0.30592508664741647,0.4426393356192636,-0.002286644020116001
2019-09-30,-0.5425806646810547,0.6771152358022401,0.12538151530648223,-0.029827812281244044,-0.32794001354271113,0.034585490804254514
2019-10-31,-0.6989254217405427,0.44133861651917033,0.16540004025091126,0.4108197916361587,-0.595313506473585,0.007361878308666151
2019-11-30,-0.1705807607403957,0.24344451071004936,-0.06115904629696677,-0.9880953161606356,0.16000966806299283,-0.005226614903122288
2019-12-31,0.3454685884087565,0.4618752140179982,-0.7582648775099281,-0.5410736695214569,0.22376094792899964,0.0026020431953044164
2020-01-31,1.380102453738211,0.09004938714388991,0.21916281130807563,1.2621653512509912,0.8163441676964962,-0.005295386151847581
2020-02-29,4.243230085029209,0.21503577098328858,1.3768106481291233,-0.4690033195263172,1.2733419253667468,-0.006587712534143718
2020-03-31,1.2584423883201035,-2.107102164481627,6.0235111445988805,-3.0608054406359453,1.4445589452028649,13.965551317079582
2020-04-30,-1.361160712486549,-3.472389263313568,-1.4728693801691093,-3.4091154240973505,-1.502217975097661,0.0
2020-05-31,-0.7307812923671686,0.12453905492184224,-1.6272566149063397,3.4048751131841266,-0.7286774427876093,-0.008382684534810586
2020-06-30,0.39893510372935426,1.4346623521895636,-0.18568664200856416,1.7185045614349714,0.958959938860194,-0.008384361407092004
2020-07-31,-0.737364877998352,-1.282321720946864,-2.3328449142584278,1.1507926475462784,-0.4823458030675487,-0.008384361407092004
2020-08-31,0.2996320938428582,0.3946771483978308,-0.15003604568631923,-0.4214571273524567,0.4155514679469618,-0.008384361407092004
2020-09-30,-0.005692339684492206,1.5204857247866972,0.8467913306061323,0.42605621844240943,-0.9783156525531962,-0.008384361407092004
2020-10-31,1.6604498062927304,0.31140959703342475,0.040490044515495385,0.8431731350042719,2.8710491136601344,0.02515308422127601
2020-11-30,-1.725016751588702,-1.0712794695012982,-2.0175091265493124,0.14376684790395386,-1.7991927412324242,0.023056993869503013
2020-12-31,0.3983201285943413,0.8837252469408579,-1.0974154549528672,-0.05445365410063884,0.3613096396298346,-0.005589574271394669
2021-01-31,1.7082409497055187,-0.3767344992257823,0.18840932004387914,0.8349132789566658,1.5209649945820831,-0.008384361407092004
2021-02-28,-0.5838163892307955,-0.4980301041887221,0.13244192565442606,1.4534978602024846,-0.6016853545145826,-0.008384361407092004
2021-03-31,-1.1497259482802489,1.8861829052459962,-0.10476572056251615,1.4679780876955784,-1.3321160565728993,-0.008384361407092004
2021-04-30,-0.15305051982380952,0.716194913722508,-0.3699983932083408,1.886924901243037,0.6129627441970862,-0.008384361407092004
2021-05-31,-0.3736245585434638,-1.093687029995409,0.027292938884860053,1.05949108584516,-0.23301699146182564,-0.004868338881537292
2021-06-30,-0.20855425512502823,0.5608914541088009,-0.7624209314596143,0.41487839563827894,0.08364829106049199,-0.006449508774686158
2021-07-31,0.5721976721311541,-0.8994195980484248,0.320436798678121,1.4394104152242946,0.5914393494919769,-0.005589574271394669
2021-08-31,-0.3626585159937896,-2.4006589941609286,-0.1417642942077732,0.12778101019362514,-0.5962282759632369,0.02515308422127601
2021-09-30,1.5188923971764896,0.6359818025169581,0.40181643685033663,-0.12687161979261388,0.7701908584878844,0.01886481316595701
2021-10-31,-1.1174678223877579,-0.27022237795953885,0.416201110785768,0.7961739865910579,-0.7267941283267757,-0.008384361407092004
2021-11-30,2.526443620255731,-1.0725296462083722,1.2324389467090444,-0.21327270610945492,2.3741740717400637,-0.008384361407092004
2021-12-31,-1.3781483824383711,0.8490828860190749,-1.139055515783952,0.9427787526009296,-1.540741259765301,0.008384361407092004
2022-01-31,1.6609690733883928,-0.8612598891648865,2.336275568544103,-0.5110251326306954,0.9373803315052072,-0.005869052984964402
2022-02-28,0.8052762181956861,-1.1709636378246742,0.6265873172340508,0.17692070705756935,-0.07584630687090863,-0.005589574271394669
2022-03-31,-1.1954771716696517,-0.968231658838235,0.6159271953434455,0.6546280470371914,-0.658582018285396,0.016768722814184008
2022-04-30,2.3472101725698833,1.7462304387761893,2.1183845828767773,-0.40317354669531624,0.631122473180373,0.00558957427139467
2022-05-31,-0.8113324047843,-1.8651824593570923,0.27324860450808225,-0.473164764926259,-1.5815163704277848,0.008384361407092004
2022-06-30,0.3616385905923163,-2.572328589193926,3.137284334902083,-0.750909461288431,-0.26618844482264303,-0.003353744562836802
2022-07-31,-0.9661245502095855,0.536514248603305,-1.7364210306746732,0.681466139010843,-0.6800133761318907,-0.0069869678392433365
2022-08-31,0.799972523953108,2.3266313693476657,1.2052215234552923,-1.8516361479425947,0.6747214148729531,0.033537445628368016
2022-09-30,0.8353748308819947,0.12291277173042442,1.6247479973088492,1.146751370454915,1.3442770005180191,0.003353744562836803
2022-10-31,-0.682276050201578,0.3967397742800317,-0.7131788577660946,-0.6290561213059318,-1.7191790110855674,0.016768722814184005
2022-11-30,-0.7697000831867299,-0.9255393270285166,-0.6024028932344653,0.46819305830626,0.24818524579534193,0.021160531170279818
2022-12-31,0.1990632884840282,0.913081761120651,0.566118784339882,0.8095681649324449,-0.38711767720437945,-0.0003399065435307572
2023-01-31,-0.3937105171853084,1.5577186447443807,-1.1194105035301505,-0.6506236912441705,0.5938583740038552,-0.003070329529357635
2023-02-28,0.251855823695367,0.0,0.7137001425103561,0.0,-0.2499957728370552,0.0
2023-03-31,0.7444290596079342,0.0,0.41179945391494394,0.0,2.304357571067822,0.0
